name,id,bio
Tanukichan,7d0wUlQ0ZXIGFa0YzuBiR6,"Hannah van Loon is an Oakland-based musician, also known as Tanukichan, who left her previous band Trails and Ways to start her own project. Tanukichan embodies genres such as Neo-Pysch, Alternative Rock/Pop, Indie, and Shoegaze. Her name comes from the Japanese folklore character, The Tanuki, known for being a shapeshifting trickster with large testicles. (Summarized by ChatGPT)"
Orion Sun,2efrqekWSHlvhATD50AG3m,This artist doesn't have a bio yet! Stay tuned...
Liza Anne,426VSUSxx9puUYFgp7l7EQ,"Liza Anne is an American folk musician from Saint Simons Island, Georgia. She began writing songs at 13 and released her debut album, ""The Colder Months,"" in 2014. Her third album, ""Fine but Dying,"" was released in 2018. (Summarized by ChatGPT)"
Eleanor Friedberger,42WJFNdxsAgcn9PfjT61Z3,"Eleanor Friedberger, formerly of the Fiery Furnaces, debuted as a solo artist in 2011 with her album Last Summer. Her subsequent albums, including Personal Record, New View, and Rebound, have all received positive reviews. Friedberger is known for her warm vocals and has been compared to Carly Simon. (Summarized by ChatGPT)"
Courtney Marie Andrews,1EI0B66miJj5Fl408B7E9H,This artist doesn't have a bio yet! Stay tuned...
Meg Mac,4faUajx9k93O56nlmpkOuz,"Meg Mac is an Australian neo-soul singer who gained attention in 2013 with her singles, one of which was put into heavy rotation on Triple J, leading her to perform at the Falls Festival. Her music is inspired by Adele, Amy Winehouse, Sam Cooke, and Ray Charles. Her debut EP, MEGMAC, was released in 2015, followed by full-length album, Low Blows, in 2017. She released her album, Hope, in 2019, which featured the single ""Give Me My Name Back."" (Summarized by ChatGPT)"
Nilüfer Yanya,09kXLeOXRyfNQMXRaDO4qA,"Nilüfer Yanya is a singer-songwriter from London known for her raw, unpolished sound that combines elements of indie rock, jazz, and soul. She released her debut album, Miss Universe, in 2019, and was praised for her illusory songwriting and stunning voice. (Summarized by ChatGPT)"
King Princess,6beUvFUlKliUYJdLOXNj9C,"King Princess is a singer-songwriter, multi-instrumentalist, and producer from Brooklyn, NY. She is known for songs like ""1950"" and ""Talia"". Her stage name is a nod to her complex gender identity. She turned down a singing role in an animated series at age 11 and dropped out of college after a year to pursue music. Her song ""1950"" is an ode to her then-girlfriend and the LGBTQ community, inspired by Patricia Highsmith's The Price of Salt. (Summarized by ChatGPT)"
Rosie Tucker,21IgTzfAyrn8DJpEY7F4DM,"Rosie Tucker is a Los Angeles-based indie singer/songwriter, whose musical influences include cult-favorite songwriters of the 1960s such as Dusty Springfield, Buffy Sainte-Marie, and Sibylle Baier. Their work has received widespread critical acclaim from publications including NPR, Stereogum, and Paste, and they have performed alongside acts like Phoebe Bridgers, Soccer Mommy, Vagabon, and Remo Drive."
Taylor Acorn,1A0WloDoRE88uUwo3wensY,This artist doesn't have a bio yet! Stay tuned...
Tommy Lefroy,3vldh5Ceynytj6Iglw4haP,"Tommy Lefroy consists of Wynter Bethel and Tessa Mouzourakis. Tessa and Wynter, originally from Vancouver BC and Northern Michigan, are now based in London and Los Angeles. Thomas Lefroy was the muse of Jane Austen."
Palehound,4AgusFXPk24LCGMMplX34M,"Palehound is the newest project from singer/songwriter Ellen Kempner, who has been writing and performing her own songs since the age of 10. After playing in bands and as a solo artist, Palehound was born during Kempner's freshman year of college. The band recorded their debut EP, Bent Nail, with Ava Luna's Julian Fader and Carlos Hernandez, and it showcases Kempner's knack for songwriting and her exploration of the transition from adolescence to adulthood. The EP was released on limited edition cassette and digital in October 2013. (Summarized by ChatGPT)"
Lava La Rue,271bbpX3pdCi56ZJA1jQ43,"As stated by Pigeons & Planes – “Lava La Rue is a 20-year-old Londoner who does it all. She founded underground DIY arts collective NiNE8 when she was a teenager with some of her friends, and they have built a creative community that encompasses clothing, visual art, and music. ""It’s all about being positive and supporting each other, being inclusive and experimental,” she tells us."""
Molly Parden,5dUUxJQg27XaHdKyLYwNg5,This artist doesn't have a bio yet! Stay tuned...
Indigo Sparke,3KlPjpVKfm6vESPL46NDCh,"Indigo Sparke is an Australian indie singer-songwriter. She is best known for her soaring melodies and classic acoustic tone. Her social media presence portrays a unique and thoughtful queer feminist perspective, which is further reflected by her earthy yet spectral composition and lyrical style. She has also been known to tour with her ex-partner, Adrianne Lenker, lead singer of Big Thief."
Jenny Lewis,5cMVRrisBpDkXCVG48epED,"Jenny Lewis is an American singer-songwriter, musician, and actress known as the lead singer and rhythm guitarist for the indie rock band Rilo Kiley. She gained fame in the 1980s as a child actress before taking a break to focus on music. Lewis has released four solo albums and has been a member of several other bands. Rilo Kiley disbanded in 2014. (Summarized by ChatGPT)"
Avery Lynch,7aO285xSsCbjy0q9zEqXEk,"hi I’m avery & I sing and write and like to share what I create with other people! I’m 22 years old, an independent artist, I’m in college, and I’m planning on putting out a lot of music in the future. I have no clue what I’m doing, but feel free to join me:)"
Penelope Scott,3u6lPufHw4Oww6D88rv6sB,Penelope Scott (formerly known as Honey Morello on some platforms) is a 20 year old artist who gained a following on social media app TikTok for her relatable and sometimes heavy music. You can listen to her singles on Bandcamp. https://penelopescott.bandcamp.com/music
Gretta Ray,4xdEmbimxXyo9wXy9lq3ek,Gretta Ray is a Melbourne-based indie-pop artist who made her debut with 'Elsewhere' in 2016. Her single 'Drive' won the Triple J Unearthed High and Vanda & Young songwriting competitions and ranked #27 on Triple J's Hottest 100 of 2016. She toured with Japanese Wallpaper as a member of his live band. (Summarized by ChatGPT)
The Wild Reeds,3Q9WLyqkHw04V6DDtvPWwH,"The Wild Reeds is an alt-country/folk trio made up of Sharon Silva, Kinsey Lee, and Mackenzie Howe from Los Angeles. Though each member is a songwriter, they credit the songs to the group rather than individuals. They play a variety of instruments during their performances and tour with additional musicians on bass guitar and drums. (Summarized by ChatGPT)"
Lomelda,6zcDLZ62JsbVM1nLrQMzi4,"Lomelda is the stage name for singer-songwriter Hannah Read, based in Los Angeles and originally from Silsbee, Texas. She started playing guitar at a young age and formed the project Lomelda in 2008, releasing her debut album in 2015. Lomelda is a made-up word that means ""echo of the stars"". (Summarized by ChatGPT)"
Hand Habits,5poU7FPEYoBlwjzOEWMbX5,"Hand Habits is the indie rock project of musician Meg Duffy, which they started in 2012. Duffy, who is an established touring and session guitarist, worked with the likes of The War on Drugs and Weyes Blood before deciding to start on their own solo musical journey."
carobae,2HysMkOtaumKooHYAlE7wd,"Carobae, also known as Caroline Baker, is a singer/songwriter from Nashville, TN, who debuted in mid-2019 with her single ""3am"". Her album ""Songs for 3am"" came out later in 2019. After releasing a few more singles, she joined the pop-punk band TRAMP STAMPS, and released EPs ""The Longest Year: Part One"" and ""The Longest Year: Part Two"". She returned with ""dead ends/happy endings"" in July 2022, leading up to her debut album ""Scared to Go to Sleep"", released on November 17, 2022. (Summarized by ChatGPT)"
Emily James,7FxEy78P0oIVEVxdaL9npy,This artist doesn't have a bio yet! Stay tuned...
Haley Blais,0i4M8k5IcQpiEH6nBMdfPT,"Haley Blais is a Vancouver singer-songwriter known for DIY bedroom pop anthems. After gaining attention for her 2018 EP, Let Yourself Go, Haley's debut LP, Below the Salt, features production from Tennis and Louise Burns, showcasing her matured sound. With 90k monthly Spotify listeners and 175k YouTube subscribers, fans eagerly anticipate new material. (Summarized by ChatGPT)"
Lexi Jayde,69761NObDw2KwmmFgZmxzC,"Lexi is a 19-year-old musician who enjoys expressing her feelings through music. She recently signed with a label, released her first EP, and went on tour in 2021. However, she went through a tough breakup in August, which inspired her to write new songs about her experience. Her upcoming project is her best work yet, featuring raw and honest storytelling. (Summarized by ChatGPT)"
Madeline Kenney,2mirb9SKAm6IUHtPwreoqN,"Madeline is a musician, baker, artist, and cartoon enthusiast, living in Oakland, CA. Prior to her first solo release, she sang on multiple albums by the Oakland collective Trails and Ways."
Laura Elliott,0YJEuTCD642Yp34CoiH0ox,"Laura Elliott is a New York-based indie artist, best known for her 2020 single ‘Grass Stains’.  Delaney Bailey is an Indiana-based indie artist, best known for her 2022 single ‘j’s lullaby’."
The Aces,2AmfMGi3WZMxqFDHissIAe,"The Aces are an indie rock/pop girl group from Provo, UT, formed in 2008, made up of four girls. Signed to Red Bull Records, their debut single “Stuck” released May 17, 2016, followed by their EP I Don’t Like Being Honest on June 23, 2017, and their studio album, When My Heart Felt Volcanic on April 6, 2018. (Summarized by ChatGPT)"
Flower Face,0sYlth2PW1zWJMEU2vCukz,"Ruby Mckinnon (born March 10th, 1998) is a Canadian singer-songwriter, better known by her stage name Flower Face.  For years she has been writing and recording songs in her bedroom, and has released 4 LPs, and 1 EP of original material.  Her newer releases Fever Dreams and Baby Teeth feature some outside production and instrumental contributions, but Flower Face remains Ruby’s singular vision."
MIA GLADSTONE,6XoXNsXj8wck0oVUNwxcmF,"“Grow” has long been the mindset of Mia Gladstone and she wants it to be yours, too. A vegan icon and radical purveyor of self-love by day, the precocious youth moonlights as a true musical triple threat (singer/songwriter/producer). With influences ranging from Madlib to Amy Winehouse, Mia continues to provide sounds for the anti-fixed individual."
Maisie Peters,2RVvqRBon9NgaGXKfywDSs,"Maisie Peters is an English singer-songwriter known for her storytelling through songwriting, mentored by her mother from a young age. She started uploading original songs to her YouTube channel in 2015 and gained popularity with her first single ""Place We Were Made"" in 2017, which has since gained nearly 42 million plays on Spotify as of August 2021. (Summarized by ChatGPT)"
Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,"Michelle Zauner’s solo project, Japanese Breakfast, drew inspiration from Pacific Northwest bands like Death Cab for Cutie and Grandaddy. Her debut album, Psychopomp, was written after the death of her mother, followed by Soft Sounds from Another Planet. Japanese Breakfast’s third album, Jubilee, was released in 2021. (Summarized by ChatGPT)"
Caitlin Rose,41LGTx1fpA69G2ZAJKZntM,This artist doesn't have a bio yet! Stay tuned...
Devon Again,3xz28DkZR6bmPpVh6Rq13t,Devon released the single ‘Suburbia’ in July 2021 after it went viral on TikTok in April.
Ana Roxanne,2fSBHYgZUSIQPolv5skG5I,"Ana Roxanne Recto (born April 1, 1987) is an American experimental and ambient musician and singer. They are known for their blend of jazz, choral, electronic, and Hindustani sounds, and thematic exploration of self-concept and intersex identity. They have released an extended play titled ~~~ (2019) and a full-length album, Because of a Flower (2020)."
Grace Ives,4TZieE5978SbTInJswaay2,"Grace Ives is a Brooklyn-based singer, songwriter, and producer. After gaining attention for her initial lo-fi recordings from 2016 onward, she signed to Brooklyn indie label True Panther Sounds and Harvest Records to release 2022’s Janky Star."
Free Cake For Every Creature,3oqgxdumaZZ5hOt2ykwYTQ,"Katie Bennett, better known by her stage name free cake for every creature, is an American singer-songwriter originally from Saratoga Springs, NY and currently based in Philadelphia, PA."
Taylor Bickett,3Fxg10eJ6YmvUdM2PPB4Zk,"Taylor Bickett is a 21-year-old Nashville-based singer/songwriter from Indiana, known for her heartbreaking but catchy pop songs and vocally gymnastic covers. Her debut single, “Break My Own,” originated from a viral TikTok video and is available on all streaming platforms now! (Summarized by ChatGPT)"
Frankie Cosmos,0x4xCoWaOFd3WsKarzaxnW,"Greta Kline (born March 21, 1994), better known by her stage name Frankie Cosmos, is an American musician and singer-songwriter from New York City, New York.  She is known for her independent releases, inspired by Frank O'Hara’s poetry, DIY ethics of K Records and the early-2000s New York City’s anti-folk scene. Kline is also the former bass guitarist of the band Porches. She is the daughter of actors Kevin Kline and Phoebe Cates."
Mallrat,4OSArit7O2Jaj4mgf3YN7A,"Mallrat, also known as Grace Shaw, is an Australian singer-songwriter from Brisbane, whose stage name is inspired by The Orwells' ""Mallrats (La La La)"" song. She gained popularity with her debut EP ""Uninvited,"" released while in high school, and singles ""Uninvited"" and ""For Real."" Mallrat signed with Dew Process in Australia and Nettwerk Music Group internationally. Her sophomore EP ""In The Sky"" includes popular singles ""Better"" and ""UFO"" featuring Allday, while third single ""Groceries"" made it to #7 in the annual Hottest 100. Mallrat's debut album, ""Butterfly Blue,"" is set for release in May 2022. (Summarized by ChatGPT)"
Skullcrusher,1GUaQ6GpaxFPKZ0SCSsnwD,"Skullcrusher is the stage name of American musician Helen Ballentine, born and raised in upstate New York. Ballentine attended the Hackley School, graduating in 2013. She moved to Los Angeles to attend college, graduating from the University of Southern California with a degree in graphic design in 2017."
Erin Rae,167VlZ0C0ewQbgKexRFcs6,This artist doesn't have a bio yet! Stay tuned...
Matilda Mann,76oY04bOzECod3aGVTDtzu,This artist doesn't have a bio yet! Stay tuned...
Greta Isaac,7BsLsPnH5swTyhGZq2qNbN,This artist doesn't have a bio yet! Stay tuned...
Hey Cowboy!,1m2tY2Q32cp51czUo7SxyZ,This artist doesn't have a bio yet! Stay tuned...
Andrea von Kampen,6ps9u0MZquDDBReh8XuBeY,Andrea von Kampen is a folk singer-songwriter from Nebraska.
Tkay Maidza,1kMPdZQVdUhMDKDWOJM5iK,"Tkay Maidza is an Adelaide-based rapper/singer born in Zimbabwe known for her high-energy tracks and uncompromising take on Australian hip-hop. Her debut single ""Brontosaurus"" received strong support from national radio station Triple J and she cites Santigold and Nicki Minaj as inspirations. Maidza's debut album TKAY was released in 2016, followed by two EPs in 2018 and 2020. (Summarized by ChatGPT)"
Tessa Violet,5DD5GZd4ElmQTy9NleMvKJ,"Tessa Violet is an American video blogger and singer-songwriter who gained a large following on YouTube with her music videos and skits. She released an album and EPs in 2014, 2016, and 2019, all of which were written by her. (Summarized by ChatGPT)"
Remi Wolf,0NB5HROxc8dDBXpkIi1v3d,"Remi Francis Wolf is an American singer and songwriter from California. As a senior at Palo Alto High School, she appeared as a contestant on American Idol in 2014."
Kilo Kish,7lsnwlX6puQ7lcpSEpJbZE,"Kilo Kish (Lakisha Kimberly Robinson) is an American artist and musician from Orlando, Florida, whose work focuses on personal identity, societal constructs, surveillance, and alternative futures. She gained popularity in 2012 with her EP, Homeschool, and has collaborated with various artists and exhibited her own art, including performance, film, and installation art. (Summarized by ChatGPT)"
Gatlin,1KGcdM5KxCVydaHe29QAj9,"Gatlin is a singer-songwriter and performer originally from Orlando, Florida but now based between Los Angeles and Nashville. Her music blends confessional lyricism with raw storytelling, drawing from different musical scenes that she has been immersed in. Gatlin has opened for popular musicians, including Dashboard Confessional and The Brook & The Bluff, and released her debut EP Sugarcoated in summer 2020, followed by To Remind Me Of Home in 2021. Her most recent singles, “2000 Miles” and “Masterclass,” reflect growth and confidence. (Summarized by ChatGPT)"
Ira Wolf,5jq01ts8cBQWwVZOpMax6s,This artist doesn't have a bio yet! Stay tuned...
Maude Latour,3MNLhvqJkWsO6tcjY9ps62,"Maude Latour is a Swedish-born singer-songwriter and pop phenomenon based in New York. She is a student at Columbia University, majoring in philosophy. Her hit songs include Starsick, Shoot and Run, and One More Weekend, and she released her first EP in 2019. Her personal favorite song is Block Your Number, released in September 2020. (Summarized by ChatGPT)"
Fazerdaze,2awB7Ol181cocZcLLNBBAh,This artist doesn't have a bio yet! Stay tuned...
Angie McMahon,574ERIqzZ5yZU9JhIf3Ysf,"Angie McMahon is a young and upcoming singer-songwriter from Melbourne, Australia. She tends to write heavy-hearted songs full of both beautiful and all-too-relatable imagery. Her voice matches the tone of her songs incredibly well, be it bored or sorrowful, all the while floating over her catchy melodies."
Salami Rose Joe Louis,6EHS9kZ9PpeXaJ4wZO3FSX,"Citing “being scared for [her] life…putting things into perspective” after being involved in a car accident, Bay Area producer Lindsay Olsen quit her job as a climate scientist to pursue music full time in 2017. Her stage name, salami rose joe louis, is an amalgamation of two childhood nicknames for music just as whimsical.  Olsen signed with Flying Lotus’s Brainfeeder label in early 2019."
Tirzah,6f5lOlSFJw9K79gaNnmWAd,"Tirzah Mastin is a London-based singer-songwriter who studied harp at the Purcell School for Young Musicians but pursued textile design at the London College of Fashion. Her debut album, Devotion, came out in 2018, and she continues to make music with her longtime musical partner, Micachu, while also working as a designer. (Summarized by ChatGPT)"
Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS,"Lizzy McAlpine is a Philadelphia-born musician, songwriter, and singer who studied songwriting at Berklee College of Music but withdrew after achieving success. Her music style combines a variety of genres including folk/acoustic, R&B, and indie-pop, influenced by artists such as John Mayer and H.E.R. (Summarized by ChatGPT)"
Gia Margaret,7fnMav7xXJwwjbyWbSjF4C,"Gia Margaret is an American singer-songwriter from Chicago, IL.  Around 2010 she started to post home-recorded pop & folk cover and original songs through her Soundcloud & YouTube pages, building a loyal following.  She calls her music “Sleep Rock” and released her debut album, There’s Always Glimmer, in 2018."
Sidney Gish,2orBKFyc84jo9AZH5jarhI,"Sidney Gish is an American singer-songwriter. Her first album, released December 29 2016, was entitled Ed Buys Houses. Her second album, released December 31 2017, was entitled No Dogs Allowed. Gish was listed as one of Stereogum’s best new artists of 2018."
awfultune,1vkWdqcabQ1swciXipkLBj,"Awfultune, also known as Layla Eden, is a 22-year-old musician who has garnered over 80 million global streams since producing and releasing music independently from her laptop in upstate New York. Her 'Dear Sarah' EP, out Dec 2, is a love letter to herself, exploring emotional truth over the course of 2 songs and 2 interludes. Eden is an advocate for the LGBTQ+ community and anyone who has felt alone or estranged from themselves. (Summarized by ChatGPT)"
The Japanese House,3IunaFjvNKj98JW89JYv9u,"Amber Bain is a 25-year-old London-based musician, known for her alternative pop sound, harmonies, and dreamlike creativity. She has cited Bon Iver and Fleetwood Mac as influences, and her debut EP was produced by members of The 1975. She has released several EPs, including Saw You in a Dream in 2017. (Summarized by ChatGPT)"
ella jane,3gBjSrNsYzzbeo0nwsL21J,"ella jane, influenced by the likes of Billie Holiday, Carole King, and Ella Fitzgerald, began playing piano at the age of four and writing her own songs at eleven. Her debut EP, THIS IS NOT WHAT IT LOOKS LIKE!, features material she wrote in high school, and was released on September 10th, 2021 via FADER Label. (Summarized by ChatGPT)"
Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,"Ravyn Lenae Washington is an R&B singer born and raised in Chicago, Illinois. She is part of the music collective Zero Fatigue.  Her debut EP, Moon Shoes was reissued by Atlantic Records in 2016. She followed up with her Midnight Moonlight EP in 2017. Most recently, she released her Crush EP in 2018 with popular tracks such as “Sticky” and “4 Leaf Clover” featuring Steve Lacy."
Stella Donnelly,2mHjhKyKCLh6MZELuCe1Es,"Stella Donnelly is an Indie Pop singer-songwriter from Fremantle, Australia.  Born in WA and raised in Wales before moving back to Fremantle, she released her debut EP Thrush Metal in 2017. Her debut LP Beware of the Dogs was released in March 2019 via American independent label Secretly Canadian.  Before starting her solo career, she was member of bands Bells Rapids, Boat Show, Human Buoy, and Too Short."
Long Beard,3truyDimkGtu58fxQj9Xv9,This artist doesn't have a bio yet! Stay tuned...
Abby Sage,4aej3kKLxSLM0WauTSfZ7k,This artist doesn't have a bio yet! Stay tuned...
Pip Millett,1QfEfvB62EEl4upf2ANKkR,"Manchester-born singer-songwriter Pip Millett has taken the UK by storm with her chilled, emotional fusion of R&B and soul.  Her love affair with music began during her school days when she received guitar lessons as a present from her mum, before moving to London to study music.  Pip’s early releases including ‘Make Me Cry’ and ‘Talk About It’ have earned her many fans, including contemporaries like Jorja Smith.  She released her Motion Sick EP in August 2021."
Raveena,2kQnsbKnIiMahOetwlfcaS,"Raveena Aurora is a New York City-based Indian American singer-songwriter known for her dreamy 70’s and 90’s R&B / soul-inspired music. Her debut EP, Shanti, was released in 2017. She is an advocate for women of color and hopes to use her music as a means of artistic and spiritual empowerment. (Summarized by ChatGPT)"
Blondshell,7qrEXiLLnWkkYHhadZ1Oij,"Blondshell is the angriest and most vulnerable side of LA-based singer/songwriter Sabrina Teitelbaum, drawing inspiration from music legends and her queer identity. With confessional lyricism and uncompromising truth, she sings about getting saved and finding hope through wailing guitars and undeniable hooks. (Summarized by ChatGPT)"
Bedouine,6IiZemRMna678qNhiRkYI5,"Azniv Korkejian, known by her stage name Bedouine, is a Syrian-American musician. She has lived in a number of cities and countries, including Saudi Arabia, Houston, Syria, and Boston."
Kita Alexander,3CGuwWgoCYSO5Z72H5G2Ec,"Kita Alexander, an Australian surfer girl, left school to play in pubs and found a manager through Google. She draws inspiration from Fleetwood Mac, Joni Mitchell, and others, and signed with Atlantic Records in 2015. Her EP, Like You Want To, was released later that year. (Summarized by ChatGPT)"
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g,"Australian singer-songwriter Julia Jacklin merges dream pop and soft rock flavors, featuring a uniquely intimate sound with candid lyricism. With two albums under her belt, she is known for her gentle and minimalist sound. She also performs as the lead vocalist of Phantastic Ferniture, which has a more playful and rock-oriented vibe. (Summarized by ChatGPT)"
Tomberlin,0jzaoSt5gOC04OWBqN78VS,"Sarah Beth Tomberlin is a singer-songwriter from Jacksonville, Florida, who grew up in southern Illinois. She began singing in church and went to a private Christian school. At 17, she dropped out and began questioning her faith and identity. At 19, she wrote “Tornado” on her parents' piano and began to develop confidence in her music, eventually writing enough songs to fill an album at 20. (Summarized by ChatGPT)"
Boyish,6VgPyGeGO86DztjK7GCYT3,"Boyish are a band from Brooklyn, NY, made up of Claire Altendahl and India Shore. According to their Spotify bio, they write, record and produce their own music from their bedrooms."
FLETCHER,5qa31A9HySw3T7MKWI9bGg,"FLETCHER is a New Jersey born musician who began singing at the age of 6. After auditioning for The X Factor US, she became a solo artist in 2015 under the stage name FLETCHER, and debuted her first single ""War Paint"". Her success continued with the release of ""Wasted Youth"" and ""Undrunk"" after signing with Capitol Records. (Summarized by ChatGPT)"
Molly Burch,6bEYoIUTLdcs4lZBNVw5L5,"Molly Burch is an American singer/songwriter from Los Angeles, currently based in Austin.  In 2017 she released her debut album Please Be Mine for Captured Tracks."
Sophie Holohan,4kpaI92KQcPABQj9qxIopw,
SASAMI,4pdoRs7yHNXakMobf8M9Oz,"Sasami is a trained American singer-songwriter, composer, producer, and multi-instrumentalist known for her time in Cherry Glazerr. She has contributed to many other artists' recordings and scored for films and commercials. She made her solo debut in April 2018 with the song ""Callous."" (Summarized by ChatGPT)"
U.S. Girls,3AHFDfqhSqPBecjQDIOIJA,The project of Canadian-American artist Meghan Remy.
girlhouse,7AWyYXZ5tIc0xNSfKLD3QX,"Lauren Luiz, or more well known as girlhouse, is a musician. Her music can best be described as bedroom pop with self analytical lyrics."
Rosie Darling,6kDXH8d9LugUAsHIozzDAI,"21-year-old singer-songwriter Rosie is known for her raw and honest approach to music, wanting to create a safe space for listeners. Her hit breakup ballad ""Never the 1"" amassed over 15 million views on TikTok, showcasing her songwriting skills. Rosie turns negative experiences into motivation and is an environmentalist, mental health advocate, guitarist, vocal producer, and major-label recording artist signed to Arista Records. She credits her family as her biggest supporters and is preparing to release her debut EP, featuring 90 self-written songs. (Summarized by ChatGPT)"
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,"Cavetown is the stage name of Robin Skinner, a singer-songwriter from Cambridge, England. They have released six albums, two EPs, and six singles, and have collaborated with mxmtoon and Chloe Moriondo. They have toured internationally and on their own, and their sixth studio album, Sleepyhead, was released in March 2020. Their latest album, worm food, was released in November 2022, and they launched their biggest live tour in 2023. (Summarized by ChatGPT)"
Lauren Weintraub,0eYsDVXAe2mc4F8QrBLHAq,This artist doesn't have a bio yet! Stay tuned...
Madison McFerrin,02zPEtdzUWnPToEVLRiQ7e,"Madison McFerrin, daughter of Bobby McFerrin, uses intricate vocal loops and percussive backing vocals to create textured soul music. Her debut EP, Finding Foundations: Vol. I, delved into heartache, self-care, and romance, with subsequent EP Finding Foundations: Vol. II exploring joy and bubbling rhythms on new single “Insane.” (Summarized by ChatGPT)"
Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,"Sophie Regina Allison (born May 27th, 1997), better known by her stage name Soccer Mommy, is an American singer-songwriter from Nashville, Tennessee.  Born in Zürich, Switzerland and raised in Nashville, Allison wrote music while in college in New York and independently released a slew of EPs. In 2017, she signed to Fat Possum Records and released Collection, a compilation of some of those songs. On March 2nd, 2018, she released a full-length album titled Clean, containing all-new material."
Charlotte Day Wilson,3GQboECxDT1xqPPWC30p7v,"Charlotte Day Wilson is a Toronto-based singer/songwriter, producer and multi-instrumentalist."
Hope Tala,74CcYmmNeHKe5PrZaISk8e,"Hope Tala is a singer-songwriter from London whose music genres range from R&B, alternative pop, and neo soul. Her debut single ""Blue"" and ""Sensitive Soul"" were released while she was still studying. Her most popular single, ""Lovestained,"" was featured on the Rolling Stones' 50 Best Songs of 2019 list. Her third studio EP, Girl Eats Sun, was released in 2020 after the success of her tracks ""All My Girls Like To Fight"" and ""Crazy,"" which was one of Barack Obama's favorite songs of the year. (Summarized by ChatGPT)"
Zolita,7nnTzZ5tZrPx14iDnmjksU,This artist doesn't have a bio yet! Stay tuned...
Angel Olsen,6mKqFxGMS5TGDZI3XkT5Rt,"Angel Olsen (born January 22, 1987) is an American singer-songwriter and musician from St. Louis, Missouri who currently lives in Asheville, North Carolina. Her music contains elements of traditional folk and indie rock. She has recorded and toured as a backing singer with Bonnie “Prince” Billy and the Cairo Gang, before embarking on her own career."
Alexa Cappelli,3L733apFuBmRr4GEVvhh9x,"Alexa Cappelli, a 22-year-old California-born and raised singer/songwriter, released her debut EP, The Colors That Make You in 2019, followed by successful singles including ""SAY SOMETHING"" and ""Forbidden,"" which gained popularity through TikTok and social media. Alexa aims to connect with her listeners through truthful lyrics and heartfelt melodies. (Summarized by ChatGPT)"
VÉRITÉ,1Fr6agZ6iSM5Ynn2k4C8sc,"VÉRITÉ is a New York-based American singer-songwriter who self-released her debut single ""Strange Enough"" in July 2014, and her debut EP, Echo EP, in October 2014. She stated that she does not worry about the genre of her music and instead focuses on building off the story of the melody and lyrics. (Summarized by ChatGPT)"
Haley Joelle,4pZOG8ump4odtJJA4Cy7S8,This artist doesn't have a bio yet! Stay tuned...
Baby Queen,4VqlewwKZJoIcA88PYHUDd,"Baby Queen is a London-based indie-pop alternative musician who gained prominence through her single ""Internet Religion"" featured in Spotify's ""New Music Friday"" and ""Hot New Bands"" playlists. She has a witty sense of humor and is knowledgeable about Taylor Swift facts, but also has dubious beliefs, which may make social situations uncomfortable. (Summarized by ChatGPT)"
boygenius,1hLiboQ98IQWhpKeP9vRFw,"boygenius is a supergroup formed in 2018 by American alt-rock singers-songwriters Julien Baker, Phoebe Bridgers, and Lucy Dacus.  In 2018, boygenius released their self-titled EP on Matador Records, the home label of Baker and Dacus. Their first full-length album, the record, was released under Interscope Records in March 2023."
Hatchie,3d7MqowTZa2bC5iy1JXLLt,This artist doesn't have a bio yet! Stay tuned...
Suki Waterhouse,5GGJosGMs08YEmKTZJe1fL,"Alice Suki Waterhouse (b. January 5, 1992) is an English model, actress and entrepreneur.  Her first track, “Stoned,” was recorded in 2009, but her first official music debut was in 2016 with the track “Brutally.”  She was discovered by a modelling agency in London at just age 16, and within three years, she had already landed a campaign with Marks & Spencer. Since then, she has appeared on the covers of British, Korean, Thai, Taiwanese and Turkish Vogue."
Yazmin Lacey,2datC2OML2YxykP6vnDRmg,"Yazmin Lacey is a soul and jazz artist hailing from the United Kingdom. She has found success through performances on Jazz FM, BBC Radio 4, 1Xtra and NTS and has received acclaim from numerous airwaves including BBC Radio 2, BBC 6 Music, Worldwide FM and Mi Soul.  Her debut EP, Black Moon, was lauded by members of Bandcamp calling Yazmin “the next figure in soul music”.  She then released a follow-up EP titled When The Sun Dips 90 Degrees on June 22nd, 2018."
Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,"Rapper Rico Nasty, born in D.C. in 1997, grew up in Maryland and gained popularity in mid-2016 with hit songs like ""iCarly"" and ""Hey Arnold"". Lil Yachty remixed ""Hey Arnold"", boosting Rico's career and bringing her closer to being a XXL Freshman. (Summarized by ChatGPT)"
girlpuppy,2dV0D4uKMB4c8VhYHzt360,"Becca Harvey, aka girlpuppy, was working as a bakery cashier when she finished writing her music due to the pandemic. Her success with her song 'For You' led to her upcoming EP, titled Swan, which features lovelorn songs that were written over one pandemic summer with the help of collaborator Marshall Vore. The EP will release on August 20th. (Summarized by ChatGPT)"
